韩风源烧烤涮自助餐厅(登封店),0371-62991188,登封市少林大道223号（新世纪大酒店东隔壁）
永兴烩面(守敬路店),0371-62828111,登封市中岳大街与守敬路交叉口向北200米路西
冒菜叔叔小面,13838088764,登封市少林路与少室路交叉口旁
郝佬大北京烤鸭,13393708288/17093777773,登封市大禹路嵩阳里街310号
咱家刀削面,0371-56839208/15393715388,登封市嵩山路与颍河路交叉口向北20米路西
鑫泉鲜奶吧(登封一幼店),0371-62737513,登封市少林大道与嵩山路交叉口向南50米丁字路口路东
老狼大盘鸡(洧河路店),15093339893,登封市洧河路与嵩阳路交叉口向西150米路南
避风塘(卢店镇店),13526828594,登封市316省道新市场西功夫家具城斜对面
快活林(登封店),0371-62877678/15225088966,登封市少室路北段（嵩阳中学斜对面）
傻子张大盘鸡(少室路店),13949075929/17724835008,登封市市区颍河路西段（颖河路与少室路交叉口向南50米路西）
清真金润斋北京烤鸭,15137513203,登封市洧河路与嵩阳路交叉口向东30米路北
郏县经一路豆腐粉条菜(登封东区店),15981816350,登封市福佑路玉带路交叉口旁
爱客蛋糕坊,15038326404,登封市洧河路与谷路街交叉口西80米路南（百特生活广场西）
北京干锅鸭,0371-62882899,登封市少室路与崇高路北50米路西
渔夫岛秘制烤鱼,0371-55857000,登封市少林大道与福佑路交叉口向北20米路西
天竹渔村纸包鱼,0371-62769998/13253665456,登封市嵩阳路与魁星街交叉口向东20米路南（嵩阳公园北门口）
淳味饺子,0371-62767999,登封市爱民路与滨河路交叉口西南角
DM分米时刻,15736794120,登封市洧河路与菜园路交叉口西20米路南
小鸡快跑,13592637301,登封市嵩山路中段（登封邮政局南50米路东）
地锅年代(秘制地锅柴鸡),0371-62889488,登封市崇高路与守敬路交叉口向南20米路东（环保局隔壁）
贝克汉堡(大润发店),15133677085,登封市南二环谷路街大润发购物中心（文庙街居委会）（南二环与谷路街交叉口大润发三楼美食广场）
口口香蛋糕房,13938542637,登封市谷路街与颍河路交汇处向南100米路东（白坪新区）
好来の利蛋糕(崇高路店),0371-60168567,登封市崇高路小学西100米路南
三顾冒菜,0371-62861568,登封市东关街与嵩山路交叉口向西100米路南
老重庆毛肚火锅,16603861662,登封市南二环大润发三楼
登封第一面,0371-60167757,登封市崇福路与滨河路交叉口向北50米路东（原嵩山路邮局登封第一面）
御丰缘烩面,15036168789,登封市菜园路与洧河路交叉口向东30米
永盛昌麻辣香锅,0371-62700088,登封市嵩阳里街810号
重庆秦妈火锅(崇高路店),0371-62893608,登封市崇高路东段192号（鹿鸣山庄西100米）
爱辣啵啵鱼(东关街店),18539240333,登封市菜园路与东关街交叉口向东30米路南
半个椒串串火锅(登封店),0371-62827988,登封市南环一路与通达路交叉口东北角
牛小二杂?,13015528789,登封市嵩山路与少林路交叉口南230米路西（卧龙小区东门）
三福德火锅鸡,0371-85036866,登封市南一环与菜园路交叉口西50米路北
真鱿味,13526785070/18538035762,登封市光明路闪老大旁边
常福记农家大盆骨,13223078860,登封市崇高路与嵩阳路交叉口向北150米路东
西部来客大盘鸡(东城店),18638299012,登封市玉带路东城花园南门正对面
美味缘蛋糕面包,13525532875,登封市嵩山路与少林大道交叉口向南50米路东
谷记秘制西施猪蹄,13733834555,登封市崇高路与书院河路交叉口向南100米
鑫泉鲜奶吧(崇高路店),15036187887,登封市崇高路与崇福路交叉口美真宜超市向西50米
永泰寺素食馆(嵩山少林店),0371-62748757/62748777,登封市巩登路永泰寺景区永泰寺售票处旁（少林寺2公里）
中原农家乐(中原饭店),13733158804,登封市出少林寺停车场1000米路南回郑州方向少林寺派出所正对面
成都花库串串?姐夫的小披萨,0371-62939399,登封市嵩山路中段（中岳大街中天广场德克士隔壁）
?林蛋糕,13700881799,登封市市区嵩山路北段七星街居委会（嵩山路与大禹路交叉口南100米路东）
牛华绿缘串串火锅自助餐厅,15638137169,登封市崇高路桥头东50米路北
傻子张大盘鸡(菜园路店),15038239817,登封市南一环菜园路交叉口路东
嘿糖(中天广场店),15038099818,登封市中岳大街与嵩山路交叉口北100米路西（中天广场东北角129铺）
福鼎源烧菜馆,18695807686,登封市少林大道与守敬路交叉口向北40米路西
阿明煲仔饭,0371-62893888,登封市嵩山路与爱民路交叉口东南角
七秒鱼苗寨养生火锅,15093395752,登封市南一环与少室路交口南100米路西
西北正宗拉面,15137192944,登封市少室路与颖河路交叉口向北50米路东
麦加美汉堡(颖阳餐厅),0371-62796169,登封市颍阳南街市场
真够味酸辣粉,13633805286,登封市颖河路与谷路街交叉口向南100米路东
1元自助旋转小火锅,13673355593,登封市少室路与崇高路交叉口北100米路西
金顶鲜胡羊排香辣虾烧烤火锅复合餐厅,0371-62781881/13103825053,登封市颖河路文化城二楼
honey烘焙,13525531191,登封市颖河路与滨河路交叉口向南100米路西（嵩基鸿润城东门）
老东北三江野生大鱼坊(登封店),0371-53793122,登封市崇高路崇高路小学东行150米
佰元粥馆,0371-60166111,登封市市区望箕路北段（望箕路居委会）
川濮滇辣火锅登封店,0371-62811155,登封市少室路与南一环交叉口向南150米路西
清荷雅居湘菜馆,0371-60167979,登封市崇高路与崇福路交汇处向西100米路北
和煦火锅(重庆小碗菜),0371-62880008,登封市中岳大街与守敬路交叉口向北200米路东
子晋雷家,15890023669,登封市207国道少林派出所对面
登封牛肚王,0371-58571222/13733190456,登封市南二环与嵩山路交叉口向东50米路南
鱼你在一起(登封店),17788131887/18625507069,登封市少室路与崇高路交叉口北150米路东
姐夫的小披萨(大润发店),0371-62855089,登封市市区大润发三楼A3001文庙街居委会（大润发三楼美食广场）
御香缘烩面,0371-62810058/13014509858,登封市南一环路嵩博花园路南向西20米
花甲轩,15937137371,登封市东关街与菜园路交叉口东200米路南
帕帕滋蛋糕,15225111600/15138919995,登封市南环嵩玉花园
蟹蟹侬肉蟹煲,13253427788,登封市南二环大润发A区三楼美食城儿童乐园西隔壁
千椒百媚旋转火锅吧,13123245670,登封市洧河路与嵩山路交叉口向西5米路南
签王之王王牌串串,0371-58571678,登封市南一环与少室路交叉口东60米路北
牛肉杂?(正宗顺店),15638904833,登封市大禹路与嵩山路交叉口向东70米路南
爱尚王婆大虾,0371-55850598,登封市菜园路与南环一路交叉口向南50米路东
好来の利(西商埠街店),0371-62887976,登封市嵩山路1289号
正新鸡排(嵩山店),17630043817,登封市菜园路与东关街交叉口西北角138号
梧桐树,0371-62737518,登封市大禹路173号嵩阳里街正对面（嵩阳公园东50米路南）
七若滋,0371-62870678,登封市中岳大街房地产管理局向西50米
正新鸡排(郑州中岳店),18211811704,登封市中岳大街与光明路交叉口（登封大厦北门）
吉百式蛋糕(守敬路店),15713827699,登封市市区高庄（守敬路居委会）守敬路隆达生活广场对面西50米路南
王婆大虾(告成店),15036039456/15673731666,登封市告成镇中心幼儿园对面
爱慕西点,15093267360,登封市菜园路与洧河路交叉口向西10米路南
初客牛排西餐厅,15638522388,登封市颖河路棋盘山公园北门向西30米
有个鸡店,15238651212,登封市守敬路与少林大道交叉口北200米路东
蒸蒸日上蒸汽海鲜馆(大禹路店),0371-62986668,登封市大禹路与崇福路交叉口向西208米路北
布雷格英式烘焙,18538762511/15188395578,登封市少林大道与书院河路交叉口向西20米路北（美真宜超市西）
喜剧川湘家常菜,18439926123,登封市守敬路与中岳大街交叉口南100米路东
鱼味秘制烤鱼,0371-62765111,登封市谷路街与南二环交叉口（大润发A区三楼儿童乐园西隔壁）
味乐美蛋糕坊,0371-62892638/15803997220,登封市崇高路与崇福路交叉口东30米路南
满口香酥皮蛋糕(卢店店),15036081626,登封市237省道与316省道交叉口西50米
老友鱼家火锅店,0371-62765588/15617588085,登封市守敬路与崇高路交叉口向南100米路西118号
好来の利(白坪新区店),0371-62868123,登封市谷路街550号（白坪新区）
吴弟粉浆面条,15638133569,登封市东关街109号
集上夺命小串,15838055123/15517105959,登封市东商埠街与东关街交叉口向东300米路南
卢店情人鱼烧烤,15638878720/15343802868,登封市卢店镇唐庄路口向南200米路西（康家超市）
爱尚三汁焖锅(大禹路店),13783633373,登封市大禹路与嵩山路交叉口向东15米路南
爱尚蛋糕工坊,15617567293,登封市唐庄乡信用社对面
农夫大盘鸡(卢店),0371-62986849,登封市月河路南段（月河花园西门南50米公园东侧）
阿鑫羊蝎子火锅店,0371-62886555,登封市崇高路与少室路交汇处向西200米路北
焖菜青年,19939931996/15137178061,登封市颖河路文化城北门二楼西50米（苹果园居委会）
和顺楼,0371-62705678,登封市滨和路与大禹路交叉口河西向北200米
格林酒店餐饮部,0371-56515588,登封市大禹路与崇福路交叉口西北角格林酒店一层
好来の利(中岳大街东桥店),0371-62909678,登封市中岳大街东桥头向东100米
传承四川老火锅(登封店),0371-62777166,登封市崇高路与嵩阳路交汇处向西200米路南（同仁堂东临）
傻子张大盘鸡(嵩山路店),13838180200,登封市嵩山路与崇高路交叉口北400米路西
饮悦工坊,18336382037,登封市东关街与嵩山路交叉口刘一手擀面皮旁
贝克汉堡(登封旗舰店),15637137431,登封市颍河路棋盘山公园北门西50米
潮辣矿泉水火锅(登封店),0371-62887775,登封市嵩山路与大禹路交叉口北150米路西
地道洛阳李记豆腐汤,13460398006/15713863863,登封市嵩阳路与崇高路交叉口向北150米路东（隆达生活广场对面）（隆达超市对面）
郭氏王婆大虾(登封旗舰店),0371-62978881,登封市崇高路与少室路交叉口向北5米路西
麻辣婆婆(少林路店),0371-62830588,登封市少林大道与光明路交叉口西北角
娜娜大盘鸡(少室路店),15515624188,登封市少室路与少林大道交叉口向北150米路东
一起捞and煳辣鱼,0371-62836688/62836689,登封市崇福路与北环路交叉口向北200米路东
荣兴热干面,15003848600,登封市菜园路与爱民路交叉口西南角
蒸蒸日上蒸汽蒸菜馆(崇高路店),0371-62980008,登封市崇高路与登封大道交叉口向东100米路北
新纳西汉堡(登封店),0371-58571699,登封市嵩山路与中岳大街交叉口南30米路东
假装在成都火锅?牛小鲜烤肉(登封店),0371-60166679,登封市南一环与少室路交叉口西50米路南
傻子张大盘鸡清真(守敬路店),13613835177,登封市守敬路与少林大道交叉口北20米路东
香妃蛋糕,13938408099,登封市洧河路与菜园路交叉口向东200米路北（菜园路初级中学东斜对面）
老酒碗焖锅焖菜,0371-62881886,登封市嵩阳路与崇高路交叉口向北200米路东隆达生活广场斜对面
世纪东方大酒店,0371-62730333,登封市少林大道东段郑少洛高速交叉口东行10米路北（交河红绿灯十字路口西北角）
合家羊肉汤,15093156572,登封市嵩阳路嵩湖花园东门
爱尚排骨明虾煲,15238303572,登封市东关街与菜园路交叉口向东20米南
胖林渔粉,13125331321,登封市洧河路与嵩山路交叉口向西10米路北
蜀兴苑纸包鱼(登封店),0371-62822779,登封市南一环与菜园路交叉口路东
三和源菜馆,0371-62899389,登封市大禹路与崇福路交叉口（近罗马假日度假村）
好来利蛋糕(少林路店),0371-60168456,登封市少林路东段（守敬路居委会）
小灵通烤猪蹄,13938555291,登封市洧河路与嵩阳路交叉口向西5米路南（沙县小吃东隔壁）
外婆家民俗文化主题餐厅,0371-62808123,登封市颍河路文化城西门二楼
御尚汤(中天广场店),16603811668,登封市嵩山路与中岳大街交叉口北100米路西
渔跃在线时尚烤鱼火锅自助,15238333456,登封市中岳大街中段巴里岛水世界后院
7号码头蒸鲜坊,0371-62985777/15039055585,登封市魁星街11号嵩阳里街北门向东50米路南
吉百式蛋糕(嵩山路店),15638131158,登封市嵩山路与崇高路交叉口北380米路西（嵩山路小学对面）
亿品客蛋糕房,18203686396,登封市洧河路与谷路街交叉口向南20米路东
RotiDaddy现烤咖啡面包水果茶,17839965976,登封市嵩山路与大禹路交叉口向南20米路西
聚香居川菜馆,13938508643/13603867679,登封市嵩山路与爱民路交汇处东30米
淳味饺子(少林路店),0371-62925888/15963214068,登封市少林大道桥东20米路南和平雅居
藏香阁,0371-62831869,登封市崇高路与少室路交叉口西北角
双溪园蛋糕房,15003808955,登封市少室路与崇高路交叉口向北70米路东
n多寿司(东关街店),15639935355,登封市东关街市直一初中对面往东10米
耿记烩面,13015518008,登封市崇高路与嵩阳路交叉口西100米路北
花花芒果铺,17739793911,登封市西关街（登封市市直一初中对面）
和煦西餐厅,0371-62887699,登封市大禹路与嵩山路交叉口向西50米路北（嵩阳公园南门东100米路北）
好佳利,0371-62887987/13938579752,登封市东关街与嵩阳路交汇处向东200米路北（市直一初中西）
洛阳涮牛肚王,13938426219,登封市少室路北段（盛世美音南隔壁）
正宗洛阳胖子烧烤涮牛肚,13073785026,登封市河南省郑州市登封市嵩阳路20号
鸿福?,0371-62821688,登封市南一环嵩湖花园东北门对面
披客思Pizza,18860380916/18256832128,登封市嵩景花园步行街北段路东
德顺坊养生火锅,0371-62869111,登封市南一环与少室路交叉口向东50米路北
美汁堡,15516992116,登封市爱民路与嵩山路交叉口东行50米路北
颍阳水席,0371-60163399,登封市大禹路与滨河路交口北行50米路东
明月楼老火锅,0371-55853555,登封市大禹路与滨河路交叉口向南250米路东
比比Q,13007500169,登封市东关街与光明路（夜市街）交叉口向东50米路北
柠檬鱼.专业酸菜鱼连锁,13783447527,登封市颍河路文化城二楼
姐妹削面馆,13460276019,登封市洧河路与嵩阳路交叉口西200米路南
正滇园?煳辣鱼火锅,0371-62899888/62796369,登封市少室路与太室路交叉口向南100米路西（中岳嵩山南门南100米路西）
御尚汤(少林路店),17303850070,登封市少林路与嵩山路交叉口向东20米路南
王子蛋糕(崇高路店),0371-62889939,登封市崇高路与日?街交叉口向东40米（阿湘婆湘菜西隔壁）
天天烤肉,0371-62713777/15981830666,登封市南一环文化城二楼西南角
付家羊肉馆,15939000652,登封市嵩阳路少林大道交叉口向北50米路西
糖潮私人定制,15639903907,登封市滨河路与中岳大街交叉口
佛系卜茶,0371-60160919/15729367667,登封市爱民路与嵩山路交叉口向北30米路西（春城饭店北隔壁）
御尚汤(中岳大街店),15565077559,登封市中岳大街与日珍街交叉口西10米路北
聚轩阁烧烤(登封店),0371-62759866,登封市颖河路登封文化城北门二楼西50米
老祁砂锅,13783500003,登封市书院河路与魁星街交叉口向北50米（嵩阳北里1巷1号）
卡姆昂烘焙,15981806456,登封市嵩阳路与洧河路交叉口西100米路南
阿杰烩面,13613800172,登封市大禹路与嵩阳路交叉口东南角
禅薯,13683711355,登封市崇福路与崇高路交叉口南150米路东
老湘味道,0371-62965566,登封市崇高路与滨河路交叉口向东30米路北
兜兜旋转小火锅,13643818163,登封市东关街与东商埠街交叉口东200米路南
失态旋转小火锅(守敬路店),13526895733,登封市守敬路与中岳大街交叉口南80米路西
简爱蛋糕,15981904679,登封市菜园路与洧河路交叉口向西50米坤田名邸小区
吾季奶茶,15903671890,登封市少林大道与嵩阳路交叉口东南角
酱香烩面,15237105836,登封市洧河路与嵩阳路交叉口西10米路北
沈一鸣给力大盘鸡,15038108785,登封市市区嵩阳路1010号（新兴街居委会）
郑记麻辣刀削面,15038173389,登封市嵩山路与东关街交叉口向西100米路南（市直一初中斜对面）
金勺食府,0371-62700988,登封市菜园路与南一环交叉口南80米路东
醉成都花房串串音乐火锅,15516923999,登封市河南省郑州市登封市少室路与南一环交叉口向南200米路西（锦绣华庭东门南三铺）
麦克思汉堡,0371-62966665,登封市南一环与通达路交叉口万佳超市门口
名镇旋转小火锅,15138986748,登封市卢店镇少林路与文化路交叉口东北角
北京炸酱面,15333712351,登封市中岳大街与守敬路交叉口旁（天中大酒店西）
鹅虾干锅年代,17737168789,登封市颍河路与少室路路口东50米路北
悦来商务宾馆酒店,15188393056,登封市登封少林寺西郭店村登封国道207加油站旁
麦香烘焙,15225113251,登封市少室路与环山路交叉口向南300米路东（嵩阳中学对面）
HakunaMatata Coffee哈库那玛塔塔,18639001155,登封市书院河路与环山路交叉口南行200米路西
付家羊肉冲汤,0371-62921999,登封市嵩阳路与洧河路交叉口向西100米路南
牛蛙虾主题餐厅,18538044013,登封市南二环谷路街交叉口大润发美食广场三楼
开源削面馆,15393715388,登封市南一环与少室路交叉口向北20米路西
小小河边鱼,0371-62828890/13103836990,登封市少室路与南一环交叉口西南角锦绣华庭首层
东北鲜渔村黑土风情铁锅炖(登封店),0371-55857979/13213384456,登封市颍河路与嵩阳路交叉口西10米路南
嵩皇宫酒店,0371-62723999,登封市嵩山路与滨河路交叉口东100米
蓓可儿蛋糕坊,13140097896,登封市颖河路文化城一楼北门东门口
瑞福祥粥馆,18339225567,登封市大禹路嵩山路交叉口向西150米路南（嵩阳公园南门对面东南）
串库(中天广场店),18037513138,登封市市区中岳大街中天广场10号AD101室（鸡鸣街居委会）
锦尝卤味砂锅串串,0371-62825369,登封市阳城路御景东方北门口（中信银行斜对面）
九多肉多(大金店镇店),13526715988,登封市大金店镇商贸城
嵩山不一般水席文化餐厅,0371-62788999/62788777,登封市颍河路与常青路交叉口东南角
沪上阿姨(金博大商场店),13838032888,登封市中岳大街与嵩阳路交叉口金博大商场东门
梁山水浒烤肉,18336016615/15538023658,登封市菜园路与南一环交叉口南100米路东
鲜虾涮火锅,0371-60161298,登封市登封市嵩阳路20号（德润洗浴南30米）
遇见你烤肉拌饭(洧河路店),15639772116/13027719288,登封市洧河路与菜园路交叉口东50米路南（菜园路初中西）
淘福老烩面,0371-62888788,登封市大禹路滨河路交叉口向东10米路南
正宗兰州牛肉面,18539911830,登封市市区少室路北段（嵩山村居委会）少室路与太室路交叉口向南50米路东
鱼你有约烤鱼,0371-62837188,登封市洧河路嵩山路交叉口东30米路北
赵记烩面,18703653553,登封市爱民路与书院河路交叉口向南80米路西
芙蓉小镇湘西土家菜,17398973111/15093061028,登封市少室路北段226号
清宴胡辣汤(清宴胡辣汤),13526441870,登封市嵩山路215号七星街居委会（登封市崇高路与嵩阳路交叉口向北200米路东）
巨有味土豆粉(少室路店),15639086185,登封市少室路与崇高路向北200米路东
酷儿冰城,18530850689,登封市登封市嵩山路36号
名城烧菜馆,0371-62856356,登封市东关街与菜园路交汇处向东100米路南
ai可馨烘焙,15838367600/13673378968,登封市洧河路与嵩阳路交叉口东20米路南
老四川烧公鸡活鸡火锅,0371-62888921,登封市颍河路与谷路街交叉口西北角（火吧正对面）
清真楼?丁记红焖羊肉火锅,0371-62800789,登封市大禹路与书院河路交叉口向北10米路西
米奇蛋糕坊,0371-62819068/15038392234,登封市嵩山北路党校南10米
米饭快餐冰火空间麻辣捞烫,18700761888,登封市少林大道与嵩阳路交叉口（怀玉堂东侧）
湘遇居,0371-55858577,登封市少林大道与禅武大街交叉口东70米路北少林小区德容花园2号
居佳联合酒店餐饮部,0371-55388880,登封市207国道永泰寺路口向东100米路南
老狼大盘鸡(登封东区店),15903677569,登封市福佑路玉带路交叉口向北100米路西
天然居炭锅驴肉,15333861991,登封市滨河路与嵩山路交叉口东50米路北（嵩皇宫隔壁）
众品大虾(告成大街店),15093313594,登封市告成大街西段
书亦烧仙草(嵩山路店),13849053992,登封市西商埠街中段向南50米路东（嵩山路与东关街交叉路口向南50米路东）
六合林酒楼,0371-62749236/13526593348,登封市少林景区停车场东300米处
柠檬达人,13203872570,登封市登封文化城一楼
茶小生大鸡排,18697787787,登封市鸡鸣街与中岳大街交叉口向北10米路东
浩佳餐饮王婆大虾(大金店店),0371-56003398,登封市323省道大金店镇政府斜对面
德芮轩自助牛骨头馆(登封店),0371-62781558,登封市福佑路208号
东城渔村秘制烤鱼,0371-55388388,登封市玉带路东城花园正对面
辣有道麻辣香锅,15838258123/15038259989,登封市颖河路登封文化城1楼福城美食汇
梁氏面馆,15238083292,登封市少林大道与菜园路交叉口南８０米路东
板凳郎重庆小面,18137111255,登封市爱民路中段（嘉年华KTV对面）
山东特色地锅鸡,15538121016,登封市崇高路与少室路交叉口向北120米路东
老成都担担面,13523568098,登封市嵩山路与崇高路交叉口北100米路东
全口福大碗?大盆骨,13156571222,登封市少林大道与少室路交叉口向北10米路西
喜来客美食,0371-62993263/13838356360,登封市唐东村237省道教堂北100米路东
淼庄地锅鸡,13383866101,登封市大禹路嵩山路北150米路西
签签牛火锅,18603833211,登封市少林路与福佑路交叉口西北角（观山悦南门）
仟逸寿司?披萨,17839987005,登封市颍河路登封文化城二楼最西头，戏台北边
牛二北京烤鸭,13683862911,登封市登封市西关街嵩阳路中段122号（水果批发市场口西南）
重庆嵩渝鼎火锅(少室路店),0371-62718678,登封市少室路与南一环交叉口向南100米路西
掌上披萨,18039975513,登封市文化城北门喷泉一楼向南50米美食荟门口
麦加美汉堡(东关街餐厅),17638565657,登封市东关街与嵩阳路交叉口东100米路南
心甜板栗,13939013355,登封市嵩山路813号（嵩山路北段三院斜对面）
木木私房烘焙,15537100718,登封市嵩阳路南段1053号
豪利糕手,15890066956,登封市崇高路600号（崇高路与滨河路交叉口东北角）
蒋记私家汤,0371-62788567,登封市嵩山路与北环路交叉口北行100米
豫川酒店,15238054355,登封市少室路与崇高路交叉口北150米路东
荼蘼咖啡,0371-62889369/15515987369,登封市嵩阳路北段108号
大将军登封焦盖烧饼,18768873293,登封市嵩山路小学南20米路东
柔时吧式火锅,13253656008/13460299555,登封市少林大道西段武僧团对面
甘茶度(中天广场店),18838249795,登封市登封市中岳大街中天广场中岳里步行街中段西20米路北
御寨山庄,0371-62998881/15890663366,登封市御寨大道三皇寨音乐大典向南2公里
永盛昌麻辣香锅(南一环店),15537158585,登封市南一环与谷路街交叉口向东50米路南
米苏烘焙,13017655885,登封市登封市崇福路8号
瑞煜粥屋,0371-56709596,登封市南一环与菜园路交汇处向西50米路北
煎饼果儿,15237157123,登封市光明路与东关街交叉口南100米路西
福祺道麻辣主义鱼餐厅,15538367288,登封市南一环与菜园路交叉口向西100米路北
九多肉多熟食连锁?炸鸡系列(登封店),15003877303/15136308610,登封市东关街与光明路路口西北角（大夜市街中段）
重庆 鸡公&虾婆干锅火锅店,15109144594,登封市崇高路与嵩山路交叉口西100米路南
吉利来蛋糕城,15903670788,登封市中岳大街与嵩山路交汇处北150米路东
老街烩面,13383855989,登封市少林大道和滨河路东50米路南
禅武大酒店中餐厅,0371-62808833,登封市大禹路西段鹅坡岭1号
北京烤鸭(洧河路谷路街店),18339233676,登封市洧河路与谷路街交叉口东南角百特斜对面
重庆签味王砂锅串串(卢店店),0371-55858828,登封市卢店镇商都路与文化路路口东30米路南（盛世嘉园北门）
憨哥火锅(白坪新区店),0371-62886699,登封市谷路街与南一环交叉口南100米路东
杨小厨大盘鸡,18137336369/15303811909,登封市少室路与中岳大街交叉口向南200米路西
龙滋鲜鱼捞,13598800816,登封市南一环与少室路交叉口向南70米路西
兰亭小炊(爱民路店),0371-67308929,登封市爱民路与菜园路交叉口东北角
农家面食城,13592634880/15838372062,登封市如家商务宾馆（207国道南）
鑫泰商务酒店(餐饮部),0371-62762777,登封市颖河路与谷路街交叉口
